DATE,BAMLCC2A035YTRIV
1990-01-31,402.96
1990-02-01,402.99
1990-02-02,403.04
1990-02-05,403.43
1990-02-06,403.31
1990-02-07,403.96
1990-02-08,403.48
1990-02-09,403.71
1990-02-12,404.11
1990-02-13,404.30
1990-02-14,404.56
1990-02-15,404.49
1990-02-16,404.26
1990-02-19,.
1990-02-20,404.40
1990-02-21,403.46
1990-02-22,403.60
1990-02-23,404.28
1990-02-26,404.87
1990-02-27,405.27
1990-02-28,405.04
1990-03-01,404.76
1990-03-02,404.53
1990-03-05,404.76
1990-03-06,404.38
1990-03-07,404.85
1990-03-08,404.95
1990-03-09,404.21
1990-03-12,404.87
1990-03-13,404.73
1990-03-14,404.88
1990-03-15,405.11
1990-03-16,405.30
1990-03-19,405.66
1990-03-20,405.85
1990-03-21,406.01
1990-03-22,406.20
1990-03-23,406.50
1990-03-26,406.91
1990-03-27,406.95
1990-03-28,407.12
1990-03-29,407.19
1990-03-30,406.31
1990-03-31,406.42
1990-04-02,406.48
1990-04-03,406.58
1990-04-04,406.74
1990-04-05,407.11
1990-04-06,407.25
1990-04-09,407.55
1990-04-10,407.57
1990-04-11,407.65
1990-04-12,407.57
1990-04-13,.
1990-04-16,407.85
1990-04-17,407.95
1990-04-18,407.98
1990-04-19,407.75
1990-04-20,407.71
1990-04-23,407.87
1990-04-24,407.58
1990-04-25,405.63
1990-04-26,405.31
1990-04-27,405.33
1990-04-30,405.33
1990-05-01,405.35
1990-05-02,404.93
1990-05-03,405.23
1990-05-04,405.83
1990-05-07,405.34
1990-05-08,406.98
1990-05-09,407.05
1990-05-10,407.02
1990-05-11,407.49
1990-05-14,408.87
1990-05-15,409.20
1990-05-16,409.42
1990-05-17,409.21
1990-05-18,409.45
1990-05-21,409.36
1990-05-22,409.90
1990-05-23,410.67
1990-05-24,410.43
1990-05-25,410.05
1990-05-28,.
1990-05-29,410.85
1990-05-30,411.24
1990-05-31,411.39
1990-06-01,413.09
1990-06-04,413.66
1990-06-05,413.45
1990-06-06,413.46
1990-06-07,413.65
1990-06-08,411.71
1990-06-11,413.83
1990-06-12,413.86
1990-06-13,415.02
1990-06-14,415.37
1990-06-15,412.10
1990-06-18,414.36
1990-06-19,414.23
1990-06-20,414.02
1990-06-21,414.46
1990-06-22,414.70
1990-06-25,414.28
1990-06-26,414.70
1990-06-27,415.19
1990-06-28,415.82
1990-06-29,416.26
1990-06-30,416.36
1990-07-02,416.62
1990-07-03,417.14
1990-07-04,.
1990-07-05,417.06
1990-07-06,416.02
1990-07-09,415.77
1990-07-10,415.89
1990-07-11,416.03
1990-07-12,417.57
1990-07-13,418.27
1990-07-16,418.61
1990-07-17,418.90
1990-07-18,418.74
1990-07-19,419.13
1990-07-20,419.66
1990-07-23,419.98
1990-07-24,419.39
1990-07-25,419.89
1990-07-26,420.02
1990-07-27,421.03
1990-07-30,422.25
1990-07-31,422.75
1990-08-01,423.27
1990-08-02,422.57
1990-08-03,422.85
1990-08-06,422.03
1990-08-07,420.44
1990-08-08,420.63
1990-08-09,421.76
1990-08-10,421.67
1990-08-13,422.19
1990-08-14,422.41
1990-08-15,422.52
1990-08-16,421.29
1990-08-17,421.33
1990-08-20,421.41
1990-08-21,421.26
1990-08-22,420.58
1990-08-23,419.38
1990-08-24,419.08
1990-08-27,420.82
1990-08-28,420.23
1990-08-29,421.19
1990-08-30,421.10
1990-08-31,421.67
1990-09-03,.
1990-09-04,421.83
1990-09-05,422.32
1990-09-06,422.64
1990-09-07,423.09
1990-09-10,423.31
1990-09-11,422.97
1990-09-12,423.50
1990-09-13,423.69
1990-09-14,423.63
1990-09-17,423.87
1990-09-18,423.98
1990-09-19,423.72
1990-09-20,423.78
1990-09-21,423.45
1990-09-24,422.94
1990-09-25,423.15
1990-09-26,423.22
1990-09-27,424.05
1990-09-28,424.86
1990-09-30,425.08
1990-10-01,425.81
1990-10-02,426.09
1990-10-03,426.43
1990-10-04,426.92
1990-10-05,427.26
1990-10-08,427.29
1990-10-09,426.03
1990-10-10,425.58
1990-10-11,425.23
1990-10-12,426.03
1990-10-15,423.78
1990-10-16,423.86
1990-10-17,424.14
1990-10-18,424.79
1990-10-19,425.40
1990-10-22,425.85
1990-10-23,426.10
1990-10-24,426.19
1990-10-25,426.73
1990-10-26,426.79
1990-10-29,426.61
1990-10-30,426.13
1990-10-31,426.75
1990-11-01,427.54
1990-11-02,427.65
1990-11-05,428.15
1990-11-06,428.38
1990-11-07,428.15
1990-11-08,428.13
1990-11-09,428.98
1990-11-12,429.87
1990-11-13,430.06
1990-11-14,430.29
1990-11-15,430.23
1990-11-16,430.85
1990-11-19,430.67
1990-11-20,431.07
1990-11-21,432.00
1990-11-22,.
1990-11-23,432.10
1990-11-26,432.43
1990-11-27,432.37
1990-11-28,431.99
1990-11-29,431.79
1990-11-30,431.26
1990-12-03,431.93
1990-12-04,432.54
1990-12-05,432.69
1990-12-06,432.79
1990-12-07,434.37
1990-12-10,435.21
1990-12-11,435.58
1990-12-12,435.91
1990-12-13,435.29
1990-12-14,434.65
1990-12-17,435.30
1990-12-18,435.91
1990-12-19,436.31
1990-12-20,436.07
1990-12-21,435.56
1990-12-24,434.95
1990-12-25,.
1990-12-26,435.62
1990-12-27,436.07
1990-12-28,435.44
1990-12-31,436.70
1991-01-01,.
1991-01-02,437.76
1991-01-03,438.05
1991-01-04,437.57
1991-01-07,436.80
1991-01-08,437.37
1991-01-09,436.95
1991-01-10,437.18
1991-01-11,437.37
1991-01-14,437.20
1991-01-15,437.68
1991-01-16,437.22
1991-01-17,438.43
1991-01-18,438.95
1991-01-21,439.23
1991-01-22,439.38
1991-01-23,439.71
1991-01-24,440.24
1991-01-25,439.79
1991-01-28,440.06
1991-01-29,440.47
1991-01-30,440.58
1991-01-31,440.96
1991-02-01,442.87
1991-02-04,443.50
1991-02-05,444.04
1991-02-06,444.12
1991-02-07,443.90
1991-02-08,444.26
1991-02-11,445.32
1991-02-12,445.30
1991-02-13,445.48
1991-02-14,445.72
1991-02-15,445.57
1991-02-18,.
1991-02-19,445.52
1991-02-20,445.24
1991-02-21,444.84
1991-02-22,444.46
1991-02-25,444.76
1991-02-26,444.54
1991-02-27,444.44
1991-02-28,444.39
1991-03-01,443.64
1991-03-04,444.10
1991-03-05,444.52
1991-03-06,444.40
1991-03-07,444.83
1991-03-08,444.88
1991-03-11,445.48
1991-03-12,445.53
1991-03-13,446.29
1991-03-14,447.16
1991-03-15,446.54
1991-03-18,446.22
1991-03-19,444.84
1991-03-20,445.58
1991-03-21,446.46
1991-03-22,446.57
1991-03-25,446.97
1991-03-26,446.88
1991-03-27,447.82
1991-03-28,450.10
1991-03-29,.
1991-03-31,450.44
1991-04-01,450.55
1991-04-02,451.32
1991-04-03,451.20
1991-04-04,451.99
1991-04-05,453.02
1991-04-08,453.56
1991-04-09,453.31
1991-04-10,452.74
1991-04-11,453.13
1991-04-12,454.29
1991-04-15,454.75
1991-04-16,454.59
1991-04-17,455.33
1991-04-18,454.58
1991-04-19,454.35
1991-04-22,454.21
1991-04-23,454.51
1991-04-24,455.59
1991-04-25,456.32
1991-04-26,456.32
1991-04-29,456.87
1991-04-30,457.88
1991-05-01,458.10
1991-05-02,458.75
1991-05-03,458.47
1991-05-06,458.72
1991-05-07,458.93
1991-05-08,458.97
1991-05-09,458.99
1991-05-10,458.71
1991-05-13,459.24
1991-05-14,459.04
1991-05-15,459.37
1991-05-16,459.82
1991-05-17,459.42
1991-05-20,459.58
1991-05-21,459.96
1991-05-22,460.44
1991-05-23,460.59
1991-05-24,460.97
1991-05-27,.
1991-05-28,461.70
1991-05-29,461.91
1991-05-30,462.26
1991-05-31,461.64
1991-06-03,460.74
1991-06-04,460.88
1991-06-05,460.45
1991-06-06,459.85
1991-06-07,459.25
1991-06-10,459.48
1991-06-11,459.62
1991-06-12,459.09
1991-06-13,459.36
1991-06-14,459.93
1991-06-17,460.23
1991-06-18,460.32
1991-06-19,460.48
1991-06-20,461.42
1991-06-21,461.03
1991-06-24,460.97
1991-06-25,461.02
1991-06-26,461.07
1991-06-27,461.28
1991-06-28,462.65
1991-06-30,462.88
1991-07-01,462.59
1991-07-02,462.46
1991-07-03,462.76
1991-07-04,.
1991-07-05,462.34
1991-07-08,462.52
1991-07-09,462.57
1991-07-10,462.88
1991-07-11,463.50
1991-07-12,464.20
1991-07-15,464.53
1991-07-16,464.72
1991-07-17,462.70
1991-07-18,462.73
1991-07-19,463.40
1991-07-22,463.64
1991-07-23,463.41
1991-07-24,464.12
1991-07-25,464.95
1991-07-26,465.07
1991-07-29,465.66
1991-07-30,465.67
1991-07-31,466.44
1991-08-01,466.28
1991-08-02,468.23
1991-08-05,468.65
1991-08-06,469.85
1991-08-07,470.22
1991-08-08,470.47
1991-08-09,470.62
1991-08-12,471.18
1991-08-13,471.68
1991-08-14,472.67
1991-08-15,473.01
1991-08-16,473.56
1991-08-19,474.19
1991-08-20,475.03
1991-08-21,474.50
1991-08-22,475.00
1991-08-23,473.65
1991-08-26,473.37
1991-08-27,473.61
1991-08-28,474.82
1991-08-29,475.67
1991-08-30,474.56
1991-08-31,474.67
1991-09-02,.
1991-09-03,475.13
1991-09-04,475.16
1991-09-05,475.27
1991-09-06,476.09
1991-09-09,477.00
1991-09-10,477.16
1991-09-11,477.16
1991-09-12,477.95
1991-09-13,478.31
1991-09-16,478.87
1991-09-17,478.96
1991-09-18,479.08
1991-09-19,479.14
1991-09-20,479.47
1991-09-23,479.81
1991-09-24,479.88
1991-09-25,480.14
1991-09-26,480.62
1991-09-27,481.53
1991-09-30,481.78
1991-10-01,482.11
1991-10-02,482.31
1991-10-03,482.70
1991-10-04,483.76
1991-10-07,484.17
1991-10-08,484.25
1991-10-09,483.74
1991-10-10,483.17
1991-10-11,484.43
1991-10-14,484.94
1991-10-15,485.10
1991-10-16,485.40
1991-10-17,484.52
1991-10-18,484.73
1991-10-21,484.42
1991-10-22,483.98
1991-10-23,484.06
1991-10-24,484.85
1991-10-25,484.24
1991-10-28,485.41
1991-10-29,486.91
1991-10-30,487.22
1991-10-31,487.85
1991-11-01,488.30
1991-11-04,488.35
1991-11-05,487.97
1991-11-06,488.68
1991-11-07,489.39
1991-11-08,489.40
1991-11-11,489.74
1991-11-12,489.95
1991-11-13,489.80
1991-11-14,490.44
1991-11-15,490.83
1991-11-18,491.69
1991-11-19,492.03
1991-11-20,491.80
1991-11-21,492.24
1991-11-22,492.18
1991-11-25,492.25
1991-11-26,492.52
1991-11-27,492.84
1991-11-28,.
1991-11-29,493.07
1991-11-30,493.19
1991-12-02,494.09
1991-12-03,494.52
1991-12-04,495.91
1991-12-05,496.07
1991-12-06,496.13
1991-12-09,497.21
1991-12-10,497.48
1991-12-11,497.45
1991-12-12,497.71
1991-12-13,497.62
1991-12-16,497.78
1991-12-17,498.19
1991-12-18,497.79
1991-12-19,498.27
1991-12-20,500.60
1991-12-23,501.33
1991-12-24,501.15
1991-12-25,.
1991-12-26,501.42
1991-12-27,501.18
1991-12-30,501.81
1991-12-31,502.42
1992-01-01,.
1992-01-02,502.14
1992-01-03,501.67
1992-01-06,502.18
1992-01-07,503.12
1992-01-08,503.35
1992-01-09,502.83
1992-01-10,501.89
1992-01-13,500.66
1992-01-14,499.65
1992-01-15,499.50
1992-01-16,499.17
1992-01-17,499.60
1992-01-20,500.39
1992-01-21,501.26
1992-01-22,501.20
1992-01-23,500.80
1992-01-24,500.01
1992-01-27,500.04
1992-01-28,500.92
1992-01-29,500.14
1992-01-30,499.59
1992-01-31,500.26
1992-02-03,499.81
1992-02-04,500.29
1992-02-05,501.00
1992-02-06,501.67
1992-02-07,502.17
1992-02-10,502.67
1992-02-11,502.28
1992-02-12,502.29
1992-02-13,500.58
1992-02-14,499.94
1992-02-17,.
1992-02-18,500.07
1992-02-19,500.20
1992-02-20,500.59
1992-02-21,499.56
1992-02-24,499.45
1992-02-25,499.98
1992-02-26,500.73
1992-02-27,501.25
1992-02-28,502.02
1992-02-29,502.13
1992-03-02,501.26
1992-03-03,500.83
1992-03-04,500.90
1992-03-05,499.91
1992-03-06,500.08
1992-03-09,501.28
1992-03-10,501.83
1992-03-11,500.77
1992-03-12,499.24
1992-03-13,497.68
1992-03-16,498.01
1992-03-17,498.76
1992-03-18,498.77
1992-03-19,499.53
1992-03-20,498.67
1992-03-23,499.05
1992-03-24,500.28
1992-03-25,501.02
1992-03-26,501.04
1992-03-27,501.12
1992-03-30,502.04
1992-03-31,502.45
1992-04-01,503.74
1992-04-02,503.94
1992-04-03,505.42
1992-04-06,506.23
1992-04-07,506.27
1992-04-08,506.61
1992-04-09,508.42
1992-04-10,508.79
1992-04-13,509.45
1992-04-14,509.21
1992-04-15,508.82
1992-04-16,507.40
1992-04-17,.
1992-04-20,506.32
1992-04-21,506.71
1992-04-22,506.88
1992-04-23,506.35
1992-04-24,507.43
1992-04-27,507.23
1992-04-28,507.47
1992-04-29,507.80
1992-04-30,507.67
1992-05-01,509.00
1992-05-04,509.35
1992-05-05,509.51
1992-05-06,510.05
1992-05-07,509.88
1992-05-08,510.42
1992-05-11,511.37
1992-05-12,512.16
1992-05-13,512.81
1992-05-14,512.89
1992-05-15,513.39
1992-05-18,513.99
1992-05-19,515.34
1992-05-20,514.94
1992-05-21,512.89
1992-05-22,513.24
1992-05-25,.
1992-05-26,512.44
1992-05-27,513.06
1992-05-28,514.00
1992-05-29,515.41
1992-05-31,515.64
1992-06-01,515.02
1992-06-02,515.77
1992-06-03,515.87
1992-06-04,516.13
1992-06-05,516.80
1992-06-08,517.16
1992-06-09,517.15
1992-06-10,517.11
1992-06-11,517.59
1992-06-12,518.58
1992-06-15,518.73
1992-06-16,519.47
1992-06-17,519.83
1992-06-18,520.69
1992-06-19,520.05
1992-06-22,520.46
1992-06-23,519.97
1992-06-24,521.15
1992-06-25,521.67
1992-06-26,522.04
1992-06-29,522.82
1992-06-30,523.17
1992-07-01,523.51
1992-07-02,526.53
1992-07-03,.
1992-07-06,527.69
1992-07-07,528.75
1992-07-08,528.68
1992-07-09,528.80
1992-07-10,529.56
1992-07-13,529.46
1992-07-14,529.93
1992-07-15,531.32
1992-07-16,531.60
1992-07-17,531.74
1992-07-20,531.82
1992-07-21,531.97
1992-07-22,532.53
1992-07-23,534.11
1992-07-24,533.86
1992-07-27,534.11
1992-07-28,534.39
1992-07-29,535.31
1992-07-30,532.94
1992-07-31,532.56
1992-08-03,532.58
1992-08-04,533.57
1992-08-05,534.47
1992-08-06,534.66
1992-08-07,536.03
1992-08-10,537.25
1992-08-11,537.00
1992-08-12,536.76
1992-08-13,536.68
1992-08-14,536.80
1992-08-17,537.18
1992-08-18,538.27
1992-08-19,538.70
1992-08-20,539.06
1992-08-21,538.04
1992-08-24,536.55
1992-08-25,535.95
1992-08-26,536.41
1992-08-27,537.19
1992-08-28,537.81
1992-08-31,538.39
1992-09-01,539.16
1992-09-02,539.99
1992-09-03,540.01
1992-09-04,542.85
1992-09-07,.
1992-09-08,544.36
1992-09-09,544.18
1992-09-10,543.87
1992-09-11,543.77
1992-09-14,544.70
1992-09-15,543.42
1992-09-16,543.78
1992-09-17,543.56
1992-09-18,543.49
1992-09-21,543.30
1992-09-22,542.71
1992-09-23,542.30
1992-09-24,542.93
1992-09-25,544.77
1992-09-28,545.51
1992-09-29,545.56
1992-09-30,545.16
1992-10-01,547.60
1992-10-02,547.32
1992-10-05,548.03
1992-10-06,547.15
1992-10-07,545.12
1992-10-08,545.51
1992-10-09,543.95
1992-10-12,544.66
1992-10-13,544.36
1992-10-14,544.36
1992-10-15,544.45
1992-10-16,543.73
1992-10-19,542.55
1992-10-20,539.17
1992-10-21,540.23
1992-10-22,540.74
1992-10-23,540.05
1992-10-26,539.57
1992-10-27,541.01
1992-10-28,541.27
1992-10-29,541.47
1992-10-30,540.20
1992-10-31,540.32
1992-11-02,539.10
1992-11-03,539.70
1992-11-04,539.89
1992-11-05,540.30
1992-11-06,539.52
1992-11-09,538.70
1992-11-10,539.27
1992-11-11,539.67
1992-11-12,540.60
1992-11-13,539.63
1992-11-16,538.55
1992-11-17,538.69
1992-11-18,540.15
1992-11-19,540.15
1992-11-20,539.18
1992-11-23,539.11
1992-11-24,539.93
1992-11-25,539.05
1992-11-26,.
1992-11-27,538.24
1992-11-30,538.08
1992-12-01,537.81
1992-12-02,537.69
1992-12-03,538.21
1992-12-04,539.38
1992-12-07,540.61
1992-12-08,541.50
1992-12-09,541.96
1992-12-10,541.36
1992-12-11,540.59
1992-12-14,540.35
1992-12-15,540.91
1992-12-16,541.72
1992-12-17,541.87
1992-12-18,542.02
1992-12-21,542.62
1992-12-22,543.10
1992-12-23,543.38
1992-12-24,543.49
1992-12-25,.
1992-12-28,542.57
1992-12-29,542.99
1992-12-30,543.57
1992-12-31,543.29
1993-01-01,.
1993-01-04,545.13
1993-01-05,545.33
1993-01-06,545.11
1993-01-07,544.19
1993-01-08,544.87
1993-01-11,545.97
1993-01-12,546.30
1993-01-13,545.98
1993-01-14,547.13
1993-01-15,548.38
1993-01-18,548.84
1993-01-19,548.68
1993-01-20,548.32
1993-01-21,548.47
1993-01-22,549.64
1993-01-25,550.68
1993-01-26,551.01
1993-01-27,551.31
1993-01-28,552.12
1993-01-29,553.39
1993-01-31,553.62
1993-02-01,553.63
1993-02-02,553.17
1993-02-03,552.75
1993-02-04,554.03
1993-02-05,555.78
1993-02-08,555.39
1993-02-09,554.88
1993-02-10,553.91
1993-02-11,554.28
1993-02-12,554.82
1993-02-15,.
1993-02-16,555.92
1993-02-17,556.90
1993-02-18,558.96
1993-02-19,559.42
1993-02-22,559.69
1993-02-23,562.45
1993-02-24,561.37
1993-02-25,561.10
1993-02-26,561.59
1993-02-28,561.82
1993-03-01,563.60
1993-03-02,563.68
1993-03-03,565.35
1993-03-04,566.47
1993-03-05,564.18
1993-03-08,564.15
1993-03-09,563.30
1993-03-10,563.58
1993-03-11,563.55
1993-03-12,561.57
1993-03-15,561.31
1993-03-16,562.96
1993-03-17,563.57
1993-03-18,565.43
1993-03-19,565.32
1993-03-22,565.41
1993-03-23,566.43
1993-03-24,565.86
1993-03-25,565.82
1993-03-26,564.40
1993-03-29,564.55
1993-03-30,566.04
1993-03-31,565.96
1993-04-01,566.10
1993-04-02,565.40
1993-04-05,565.83
1993-04-06,566.36
1993-04-07,566.66
1993-04-08,568.42
1993-04-09,.
1993-04-12,569.58
1993-04-13,569.31
1993-04-14,570.30
1993-04-15,570.27
1993-04-16,570.32
1993-04-19,570.76
1993-04-20,570.79
1993-04-21,571.35
1993-04-22,571.58
1993-04-23,571.89
1993-04-26,571.59
1993-04-27,570.52
1993-04-28,570.28
1993-04-29,571.22
1993-04-30,571.34
1993-05-03,572.61
1993-05-04,573.04
1993-05-05,572.91
1993-05-06,573.45
1993-05-07,573.32
1993-05-10,573.94
1993-05-11,573.95
1993-05-12,573.56
1993-05-13,572.84
1993-05-14,572.14
1993-05-17,571.22
1993-05-18,570.80
1993-05-19,571.09
1993-05-20,572.06
1993-05-21,570.99
1993-05-24,570.54
1993-05-25,570.68
1993-05-26,570.82
1993-05-27,570.87
1993-05-28,571.16
1993-05-31,571.51
1993-06-01,572.26
1993-06-02,573.02
1993-06-03,573.69
1993-06-04,571.61
1993-06-07,572.47
1993-06-08,572.19
1993-06-09,572.63
1993-06-10,572.55
1993-06-11,574.52
1993-06-14,575.15
1993-06-15,575.60
1993-06-16,575.85
1993-06-17,576.34
1993-06-18,575.35
1993-06-21,576.41
1993-06-22,576.44
1993-06-23,576.06
1993-06-24,576.71
1993-06-25,577.49
1993-06-28,578.51
1993-06-29,579.17
1993-06-30,579.40
1993-07-01,579.75
1993-07-02,580.86
1993-07-05,.
1993-07-06,580.49
1993-07-07,580.29
1993-07-08,580.70
1993-07-09,581.05
1993-07-12,581.55
1993-07-13,581.01
1993-07-14,581.98
1993-07-15,581.80
1993-07-16,582.35
1993-07-19,582.27
1993-07-20,581.35
1993-07-21,580.14
1993-07-22,578.80
1993-07-23,578.32
1993-07-26,578.94
1993-07-27,578.88
1993-07-28,579.38
1993-07-29,581.40
1993-07-30,580.95
1993-07-31,581.06
1993-08-02,580.32
1993-08-03,580.70
1993-08-04,580.74
1993-08-05,581.36
1993-08-06,581.72
1993-08-09,582.78
1993-08-10,582.32
1993-08-11,582.51
1993-08-12,583.04
1993-08-13,583.83
1993-08-16,584.70
1993-08-17,584.51
1993-08-18,585.16
1993-08-19,586.17
1993-08-20,586.54
1993-08-23,586.67
1993-08-24,587.70
1993-08-25,588.49
1993-08-26,589.85
1993-08-27,589.46
1993-08-30,590.42
1993-08-31,589.99
1993-09-01,590.00
1993-09-02,590.43
1993-09-03,592.66
1993-09-06,.
1993-09-07,593.91
1993-09-08,593.32
1993-09-09,591.58
1993-09-10,592.53
1993-09-13,593.00
1993-09-14,591.06
1993-09-15,591.00
1993-09-16,591.71
1993-09-17,591.57
1993-09-20,591.44
1993-09-21,591.50
1993-09-22,591.41
1993-09-23,591.40
1993-09-24,591.48
1993-09-27,593.57
1993-09-28,593.98
1993-09-29,593.07
1993-09-30,592.07
1993-10-01,593.17
1993-10-04,593.68
1993-10-05,593.95
1993-10-06,593.99
1993-10-07,594.38
1993-10-08,595.59
1993-10-11,595.80
1993-10-12,595.70
1993-10-13,595.73
1993-10-14,595.71
1993-10-15,596.85
1993-10-18,596.03
1993-10-19,596.04
1993-10-20,596.37
1993-10-21,595.37
1993-10-22,594.83
1993-10-25,594.05
1993-10-26,594.59
1993-10-27,594.34
1993-10-28,594.19
1993-10-29,594.37
1993-10-31,594.60
1993-11-01,592.56
1993-11-02,591.52
1993-11-03,591.79
1993-11-04,591.60
1993-11-05,590.24
1993-11-08,591.52
1993-11-09,592.28
1993-11-10,591.51
1993-11-11,591.34
1993-11-12,592.38
1993-11-15,592.91
1993-11-16,593.40
1993-11-17,593.77
1993-11-18,592.98
1993-11-19,591.44
1993-11-22,591.50
1993-11-23,592.12
1993-11-24,592.56
1993-11-25,.
1993-11-26,593.48
1993-11-29,594.13
1993-11-30,592.78
1993-12-01,593.35
1993-12-02,593.26
1993-12-03,592.85
1993-12-06,594.57
1993-12-07,594.62
1993-12-08,594.91
1993-12-09,595.36
1993-12-10,594.71
1993-12-13,594.47
1993-12-14,594.15
1993-12-15,594.36
1993-12-16,594.18
1993-12-17,594.82
1993-12-20,594.79
1993-12-21,594.38
1993-12-22,595.65
1993-12-23,596.56
1993-12-24,.
1993-12-27,597.00
1993-12-28,597.04
1993-12-29,597.11
1993-12-30,596.00
1993-12-31,596.69
1994-01-03,595.39
1994-01-04,595.69
1994-01-05,595.90
1994-01-06,596.86
1994-01-07,599.77
1994-01-10,600.13
1994-01-11,600.62
1994-01-12,601.78
1994-01-13,600.64
1994-01-14,599.36
1994-01-17,599.73
1994-01-18,600.47
1994-01-19,600.83
1994-01-20,601.81
1994-01-21,601.56
1994-01-24,601.98
1994-01-25,601.83
1994-01-26,601.89
1994-01-27,602.33
1994-01-28,603.48
1994-01-31,603.83
1994-02-01,602.57
1994-02-02,602.67
1994-02-03,601.48
1994-02-04,599.69
1994-02-07,598.71
1994-02-08,598.17
1994-02-09,598.54
1994-02-10,598.74
1994-02-11,598.79
1994-02-14,599.18
1994-02-15,599.47
1994-02-16,599.49
1994-02-17,598.38
1994-02-18,597.08
1994-02-21,.
1994-02-22,597.63
1994-02-23,596.44
1994-02-24,595.80
1994-02-25,595.58
1994-02-28,596.06
1994-03-01,594.41
1994-03-02,593.98
1994-03-03,593.82
1994-03-04,592.65
1994-03-07,593.52
1994-03-08,593.14
1994-03-09,592.45
1994-03-10,591.82
1994-03-11,591.94
1994-03-14,591.61
1994-03-15,592.18
1994-03-16,592.99
1994-03-17,593.42
1994-03-18,591.97
1994-03-21,590.74
1994-03-22,591.42
1994-03-23,593.23
1994-03-24,590.97
1994-03-25,590.88
1994-03-28,590.57
1994-03-29,589.28
1994-03-30,589.05
1994-03-31,588.49
1994-04-01,.
1994-04-04,583.27
1994-04-05,584.41
1994-04-06,584.78
1994-04-07,585.67
1994-04-08,585.77
1994-04-11,585.53
1994-04-12,586.54
1994-04-13,586.15
1994-04-14,585.35
1994-04-15,585.42
1994-04-18,582.69
1994-04-19,582.39
1994-04-20,582.97
1994-04-21,585.94
1994-04-22,585.35
1994-04-25,585.33
1994-04-26,586.80
1994-04-27,.
1994-04-28,584.36
1994-04-29,583.68
1994-04-30,583.80
1994-05-02,583.16
1994-05-03,582.55
1994-05-04,582.41
1994-05-05,583.49
1994-05-06,579.66
1994-05-09,577.74
1994-05-10,579.65
1994-05-11,578.26
1994-05-12,579.60
1994-05-13,580.75
1994-05-16,581.87
1994-05-17,585.20
1994-05-18,585.94
1994-05-19,587.95
1994-05-20,586.93
1994-05-23,584.91
1994-05-24,585.45
1994-05-25,585.27
1994-05-26,586.16
1994-05-27,585.63
1994-05-30,.
1994-05-31,585.05
1994-06-01,585.20
1994-06-02,586.51
1994-06-03,588.56
1994-06-06,590.52
1994-06-07,589.89
1994-06-08,590.85
1994-06-09,589.99
1994-06-10,589.31
1994-06-13,588.49
1994-06-14,590.25
1994-06-15,589.24
1994-06-16,589.33
1994-06-17,588.71
1994-06-20,588.40
1994-06-21,587.15
1994-06-22,588.42
1994-06-23,588.97
1994-06-24,587.33
1994-06-27,587.58
1994-06-28,586.53
1994-06-29,586.98
1994-06-30,586.44
1994-07-01,586.34
1994-07-04,.
1994-07-05,587.21
1994-07-06,587.45
1994-07-07,588.29
1994-07-08,585.77
1994-07-11,585.13
1994-07-12,585.65
1994-07-13,586.46
1994-07-14,589.57
1994-07-15,590.22
1994-07-18,591.49
1994-07-19,592.34
1994-07-20,590.77
1994-07-21,590.38
1994-07-22,589.49
1994-07-25,590.26
1994-07-26,590.23
1994-07-27,589.33
1994-07-28,590.05
1994-07-29,594.37
1994-07-31,594.61
1994-08-01,593.90
1994-08-02,595.07
1994-08-03,594.69
1994-08-04,595.05
1994-08-05,591.69
1994-08-08,591.85
1994-08-09,590.91
1994-08-10,591.45
1994-08-11,590.83
1994-08-12,592.01
1994-08-15,592.07
1994-08-16,593.19
1994-08-17,594.95
1994-08-18,593.25
1994-08-19,593.14
1994-08-22,593.02
1994-08-23,593.68
1994-08-24,594.94
1994-08-25,594.36
1994-08-26,595.19
1994-08-29,595.63
1994-08-30,596.19
1994-08-31,596.95
1994-09-01,596.96
1994-09-02,597.02
1994-09-05,.
1994-09-06,596.50
1994-09-07,596.05
1994-09-08,596.17
1994-09-09,593.79
1994-09-12,594.02
1994-09-13,594.42
1994-09-14,595.21
1994-09-15,596.07
1994-09-16,593.60
1994-09-19,594.31
1994-09-20,593.61
1994-09-21,592.86
1994-09-22,593.18
1994-09-23,593.03
1994-09-26,593.24
1994-09-27,593.12
1994-09-28,593.79
1994-09-29,592.01
1994-09-30,592.58
1994-10-03,591.57
1994-10-04,591.63
1994-10-05,590.71
1994-10-06,590.89
1994-10-07,592.45
1994-10-10,592.74
1994-10-11,593.79
1994-10-12,592.99
1994-10-13,594.07
1994-10-14,594.72
1994-10-17,594.65
1994-10-18,595.02
1994-10-19,594.16
1994-10-20,592.21
1994-10-21,592.05
1994-10-24,591.59
1994-10-25,591.38
1994-10-26,591.38
1994-10-27,591.56
1994-10-28,592.84
1994-10-31,593.09
1994-11-01,591.87
1994-11-02,591.00
1994-11-03,590.47
1994-11-04,589.48
1994-11-07,589.58
1994-11-08,589.84
1994-11-09,591.20
1994-11-10,590.62
1994-11-11,590.45
1994-11-14,591.00
1994-11-15,591.83
1994-11-16,590.30
1994-11-17,589.12
1994-11-18,589.34
1994-11-21,589.13
1994-11-22,589.68
1994-11-23,592.28
1994-11-24,.
1994-11-25,592.29
1994-11-28,590.72
1994-11-29,589.23
1994-11-30,590.01
